feature,importance_mean_auc_decrease,importance_sd
alltime_elo_proxy_diff_100,0.03051010101010108,0.012106483171420908
alltime_goals_per_match_diff,0.01859764309764319,0.007662180267429694
alltime_conceded_per_match_diff,0.004580808080808146,0.0072880222866095554
elo_diff_pre_100,0.0023619528619529427,0.0034487266481824526
phase,0.0016952861952862553,0.001994115383452787
season_centered,0.0,0.0
alltime_experience_log_diff,-0.0021717171717171024,0.0058976838875291135
